State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Tripura,2022,2,West Tripura,242041,23.916667,91.5,North-Eastern Region
Tripura,2022,2,Sepahijala,66602,24.0715915,91.6025823,North-Eastern Region
Tripura,2022,2,South Tripura,66478,23.5,91.666667,North-Eastern Region
Tripura,2022,2,North Tripura,62140,23.9922833,91.856786,North-Eastern Region
Tripura,2022,2,Gomati,56510,23.4848604,91.4983684,North-Eastern Region
Tripura,2022,2,Dhalai,49424,23.9551603,91.8252174,North-Eastern Region
Tripura,2022,2,Khowai,38683,24.0715915,91.6025823,North-Eastern Region
Tripura,2022,2,Unakoti,33904,24.304628,92.033346,North-Eastern Region
Tripura,2022,3,West Tripura,255161,23.916667,91.5,North-Eastern Region
Tripura,2022,3,Sepahijala,70255,24.0715915,91.6025823,North-Eastern Region
Tripura,2022,3,South Tripura,70107,23.5,91.666667,North-Eastern Region
Tripura,2022,3,North Tripura,65452,23.9922833,91.856786,North-Eastern Region
Tripura,2022,3,Gomati,59506,23.4848604,91.4983684,North-Eastern Region
Tripura,2022,3,Dhalai,52074,23.9551603,91.8252174,North-Eastern Region
Tripura,2022,3,Khowai,40758,24.0715915,91.6025823,North-Eastern Region
Tripura,2022,3,Unakoti,35830,24.304628,92.033346,North-Eastern Region
Tripura,2022,4,West Tripura,267713,23.916667,91.5,North-Eastern Region
Tripura,2022,4,Sepahijala,73240,24.0715915,91.6025823,North-Eastern Region
Tripura,2022,4,South Tripura,73117,23.5,91.666667,North-Eastern Region
Tripura,2022,4,North Tripura,68352,23.9922833,91.856786,North-Eastern Region
Tripura,2022,4,Gomati,62115,23.4848604,91.4983684,North-Eastern Region
Tripura,2022,4,Dhalai,54280,23.9551603,91.8252174,North-Eastern Region
Tripura,2022,4,Khowai,42490,24.0715915,91.6025823,North-Eastern Region
Tripura,2022,4,Unakoti,37434,24.304628,92.033346,North-Eastern Region
Uttar Pradesh,2018,1,Gautam Buddha Nagar,448768,28.5770068,77.3394731,Central Region
Uttar Pradesh,2018,1,Lucknow,380070,28.8067822,79.0140742,Central Region
Uttar Pradesh,2018,1,Ghaziabad,329683,28.711241,77.4445372,Central Region
Uttar Pradesh,2018,1,Prayagraj,220198,25.5,81.5,Central Region
Uttar Pradesh,2018,1,Kanpur Nagar,208389,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2018,1,Varanasi,206788,25.1297376,82.6059987,Central Region
Uttar Pradesh,2018,1,Agra,148387,27.1705419,78.0107255,Central Region
Uttar Pradesh,2018,1,Gorakhpur,132769,26.7494212,83.3665766,Central Region
Uttar Pradesh,2018,1,Meerut,123619,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2018,1,Bareilly,112369,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2018,2,Gautam Buddha Nagar,586350,28.5770068,77.3394731,Central Region
Uttar Pradesh,2018,2,Lucknow,506261,28.8067822,79.0140742,Central Region
Uttar Pradesh,2018,2,Ghaziabad,434115,28.711241,77.4445372,Central Region
Uttar Pradesh,2018,2,Prayagraj,297113,25.5,81.5,Central Region
Uttar Pradesh,2018,2,Varanasi,288325,25.1297376,82.6059987,Central Region
Uttar Pradesh,2018,2,Kanpur Nagar,285101,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2018,2,Agra,205298,27.1705419,78.0107255,Central Region
Uttar Pradesh,2018,2,Gorakhpur,181126,26.7494212,83.3665766,Central Region
Uttar Pradesh,2018,2,Meerut,167212,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2018,2,Bareilly,152939,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2018,3,Gautam Buddha Nagar,727480,28.5770068,77.3394731,Central Region
Uttar Pradesh,2018,3,Lucknow,620328,28.8067822,79.0140742,Central Region
Uttar Pradesh,2018,3,Ghaziabad,538532,28.711241,77.4445372,Central Region
Uttar Pradesh,2018,3,Prayagraj,363743,25.5,81.5,Central Region
Uttar Pradesh,2018,3,Varanasi,352604,25.1297376,82.6059987,Central Region
Uttar Pradesh,2018,3,Kanpur Nagar,349250,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2018,3,Agra,257453,27.1705419,78.0107255,Central Region
Uttar Pradesh,2018,3,Gorakhpur,224409,26.7494212,83.3665766,Central Region
Uttar Pradesh,2018,3,Meerut,205977,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2018,3,Bareilly,187467,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2018,4,Gautam Buddha Nagar,951342,28.5770068,77.3394731,Central Region
Uttar Pradesh,2018,4,Lucknow,765152,28.8067822,79.0140742,Central Region
Uttar Pradesh,2018,4,Ghaziabad,713372,28.711241,77.4445372,Central Region
Uttar Pradesh,2018,4,Prayagraj,451019,25.5,81.5,Central Region
Uttar Pradesh,2018,4,Varanasi,447144,25.1297376,82.6059987,Central Region
Uttar Pradesh,2018,4,Kanpur Nagar,434315,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2018,4,Agra,322749,27.1705419,78.0107255,Central Region
Uttar Pradesh,2018,4,Gorakhpur,279761,26.7494212,83.3665766,Central Region
Uttar Pradesh,2018,4,Meerut,258843,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2018,4,Bareilly,233073,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2019,1,Gautam Buddha Nagar,1143614,28.5770068,77.3394731,Central Region
Uttar Pradesh,2019,1,Lucknow,896208,28.8067822,79.0140742,Central Region
Uttar Pradesh,2019,1,Ghaziabad,859583,28.711241,77.4445372,Central Region
Uttar Pradesh,2019,1,Prayagraj,532230,25.5,81.5,Central Region
Uttar Pradesh,2019,1,Varanasi,524667,25.1297376,82.6059987,Central Region
Uttar Pradesh,2019,1,Kanpur Nagar,511583,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2019,1,Agra,392222,27.1705419,78.0107255,Central Region
Uttar Pradesh,2019,1,Gorakhpur,336196,26.7494212,83.3665766,Central Region
Uttar Pradesh,2019,1,Meerut,311930,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2019,1,Bareilly,279714,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2019,2,Gautam Buddha Nagar,1282816,28.5770068,77.3394731,Central Region
Uttar Pradesh,2019,2,Lucknow,1011470,28.8067822,79.0140742,Central Region
Uttar Pradesh,2019,2,Ghaziabad,975605,28.711241,77.4445372,Central Region
Uttar Pradesh,2019,2,Prayagraj,602739,25.5,81.5,Central Region
Uttar Pradesh,2019,2,Kanpur Nagar,585796,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2019,2,Varanasi,583444,25.1297376,82.6059987,Central Region
Uttar Pradesh,2019,2,Agra,461224,27.1705419,78.0107255,Central Region
Uttar Pradesh,2019,2,Gorakhpur,387961,26.7494212,83.3665766,Central Region
Uttar Pradesh,2019,2,Meerut,361091,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2019,2,Bareilly,318597,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2019,3,Gautam Buddha Nagar,1415905,28.5770068,77.3394731,Central Region
Uttar Pradesh,2019,3,Lucknow,1124832,28.8067822,79.0140742,Central Region
Uttar Pradesh,2019,3,Ghaziabad,1088568,28.711241,77.4445372,Central Region
Uttar Pradesh,2019,3,Prayagraj,667277,25.5,81.5,Central Region
Uttar Pradesh,2019,3,Kanpur Nagar,655175,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2019,3,Varanasi,639586,25.1297376,82.6059987,Central Region
Uttar Pradesh,2019,3,Agra,530228,27.1705419,78.0107255,Central Region
Uttar Pradesh,2019,3,Gorakhpur,434172,26.7494212,83.3665766,Central Region
Uttar Pradesh,2019,3,Meerut,408972,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2019,3,Bareilly,356146,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2019,4,Gautam Buddha Nagar,1537791,28.5770068,77.3394731,Central Region
Uttar Pradesh,2019,4,Lucknow,1221681,28.8067822,79.0140742,Central Region
Uttar Pradesh,2019,4,Ghaziabad,1189357,28.711241,77.4445372,Central Region
Uttar Pradesh,2019,4,Prayagraj,738307,25.5,81.5,Central Region
Uttar Pradesh,2019,4,Kanpur Nagar,718251,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2019,4,Varanasi,706509,25.1297376,82.6059987,Central Region
Uttar Pradesh,2019,4,Agra,593453,27.1705419,78.0107255,Central Region
Uttar Pradesh,2019,4,Gorakhpur,483523,26.7494212,83.3665766,Central Region
Uttar Pradesh,2019,4,Meerut,455353,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2019,4,Bareilly,398897,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2020,1,Gautam Buddha Nagar,1656331,28.5770068,77.3394731,Central Region
Uttar Pradesh,2020,1,Lucknow,1329098,28.8067822,79.0140742,Central Region
Uttar Pradesh,2020,1,Ghaziabad,1296464,28.711241,77.4445372,Central Region
Uttar Pradesh,2020,1,Prayagraj,816436,25.5,81.5,Central Region
Uttar Pradesh,2020,1,Kanpur Nagar,788847,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2020,1,Varanasi,777234,25.1297376,82.6059987,Central Region
Uttar Pradesh,2020,1,Agra,668251,27.1705419,78.0107255,Central Region
Uttar Pradesh,2020,1,Gorakhpur,539316,26.7494212,83.3665766,Central Region
Uttar Pradesh,2020,1,Meerut,509693,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2020,1,Bareilly,452872,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2020,2,Gautam Buddha Nagar,1756163,28.5770068,77.3394731,Central Region
Uttar Pradesh,2020,2,Lucknow,1434386,28.8067822,79.0140742,Central Region
Uttar Pradesh,2020,2,Ghaziabad,1399514,28.711241,77.4445372,Central Region
Uttar Pradesh,2020,2,Prayagraj,892787,25.5,81.5,Central Region
Uttar Pradesh,2020,2,Kanpur Nagar,864991,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2020,2,Varanasi,851213,25.1297376,82.6059987,Central Region
Uttar Pradesh,2020,2,Agra,746336,27.1705419,78.0107255,Central Region
Uttar Pradesh,2020,2,Gorakhpur,600961,26.7494212,83.3665766,Central Region
Uttar Pradesh,2020,2,Meerut,566838,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2020,2,Bareilly,507342,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2020,3,Gautam Buddha Nagar,1885370,28.5770068,77.3394731,Central Region
Uttar Pradesh,2020,3,Lucknow,1551932,28.8067822,79.0140742,Central Region
Uttar Pradesh,2020,3,Ghaziabad,1518450,28.711241,77.4445372,Central Region
Uttar Pradesh,2020,3,Prayagraj,974228,25.5,81.5,Central Region
Uttar Pradesh,2020,3,Kanpur Nagar,941379,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2020,3,Varanasi,927313,25.1297376,82.6059987,Central Region
Uttar Pradesh,2020,3,Agra,822893,27.1705419,78.0107255,Central Region
Uttar Pradesh,2020,3,Gorakhpur,661272,26.7494212,83.3665766,Central Region
Uttar Pradesh,2020,3,Meerut,624570,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2020,3,Bareilly,558821,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2020,4,Gautam Buddha Nagar,2030178,28.5770068,77.3394731,Central Region
Uttar Pradesh,2020,4,Lucknow,1684510,28.8067822,79.0140742,Central Region
Uttar Pradesh,2020,4,Ghaziabad,1647330,28.711241,77.4445372,Central Region
Uttar Pradesh,2020,4,Prayagraj,1059982,25.5,81.5,Central Region
Uttar Pradesh,2020,4,Kanpur Nagar,1022768,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2020,4,Varanasi,1003989,25.1297376,82.6059987,Central Region
Uttar Pradesh,2020,4,Agra,900497,27.1705419,78.0107255,Central Region
Uttar Pradesh,2020,4,Gorakhpur,722618,26.7494212,83.3665766,Central Region
Uttar Pradesh,2020,4,Meerut,686266,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2020,4,Bareilly,611236,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2021,1,Gautam Buddha Nagar,2181874,28.5770068,77.3394731,Central Region
Uttar Pradesh,2021,1,Lucknow,1813076,28.8067822,79.0140742,Central Region
Uttar Pradesh,2021,1,Ghaziabad,1773332,28.711241,77.4445372,Central Region
Uttar Pradesh,2021,1,Prayagraj,1143612,25.5,81.5,Central Region
Uttar Pradesh,2021,1,Kanpur Nagar,1100587,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2021,1,Varanasi,1079309,25.1297376,82.6059987,Central Region
Uttar Pradesh,2021,1,Agra,974389,27.1705419,78.0107255,Central Region
Uttar Pradesh,2021,1,Gorakhpur,780306,26.7494212,83.3665766,Central Region
Uttar Pradesh,2021,1,Meerut,741901,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2021,1,Bareilly,662143,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2021,2,Gautam Buddha Nagar,2329954,28.5770068,77.3394731,Central Region
Uttar Pradesh,2021,2,Lucknow,1937173,28.8067822,79.0140742,Central Region
Uttar Pradesh,2021,2,Ghaziabad,1895314,28.711241,77.4445372,Central Region
Uttar Pradesh,2021,2,Prayagraj,1225800,25.5,81.5,Central Region
Uttar Pradesh,2021,2,Kanpur Nagar,1176708,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2021,2,Varanasi,1154661,25.1297376,82.6059987,Central Region
Uttar Pradesh,2021,2,Agra,1044788,27.1705419,78.0107255,Central Region
Uttar Pradesh,2021,2,Gorakhpur,835887,26.7494212,83.3665766,Central Region
Uttar Pradesh,2021,2,Meerut,794314,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2021,2,Bareilly,710778,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2021,3,Gautam Buddha Nagar,2496114,28.5770068,77.3394731,Central Region
Uttar Pradesh,2021,3,Lucknow,2076033,28.8067822,79.0140742,Central Region
Uttar Pradesh,2021,3,Ghaziabad,2031752,28.711241,77.4445372,Central Region
Uttar Pradesh,2021,3,Prayagraj,1320432,25.5,81.5,Central Region
Uttar Pradesh,2021,3,Kanpur Nagar,1263050,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2021,3,Varanasi,1239725,25.1297376,82.6059987,Central Region
Uttar Pradesh,2021,3,Agra,1124720,27.1705419,78.0107255,Central Region
Uttar Pradesh,2021,3,Gorakhpur,900171,26.7494212,83.3665766,Central Region
Uttar Pradesh,2021,3,Meerut,853246,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2021,3,Bareilly,766809,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2021,4,Gautam Buddha Nagar,2664034,28.5770068,77.3394731,Central Region
Uttar Pradesh,2021,4,Lucknow,2215886,28.8067822,79.0140742,Central Region
Uttar Pradesh,2021,4,Ghaziabad,2169109,28.711241,77.4445372,Central Region
Uttar Pradesh,2021,4,Prayagraj,1414447,25.5,81.5,Central Region
Uttar Pradesh,2021,4,Kanpur Nagar,1349794,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2021,4,Varanasi,1325315,25.1297376,82.6059987,Central Region
Uttar Pradesh,2021,4,Agra,1204274,27.1705419,78.0107255,Central Region
Uttar Pradesh,2021,4,Gorakhpur,964667,26.7494212,83.3665766,Central Region
Uttar Pradesh,2021,4,Meerut,911852,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2021,4,Bareilly,821986,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2022,1,Gautam Buddha Nagar,2822463,28.5770068,77.3394731,Central Region
Uttar Pradesh,2022,1,Lucknow,2348173,28.8067822,79.0140742,Central Region
Uttar Pradesh,2022,1,Ghaziabad,2298103,28.711241,77.4445372,Central Region
Uttar Pradesh,2022,1,Prayagraj,1504572,25.5,81.5,Central Region
Uttar Pradesh,2022,1,Kanpur Nagar,1431918,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2022,1,Varanasi,1406056,25.1297376,82.6059987,Central Region
Uttar Pradesh,2022,1,Agra,1279852,27.1705419,78.0107255,Central Region
Uttar Pradesh,2022,1,Gorakhpur,1027283,26.7494212,83.3665766,Central Region
Uttar Pradesh,2022,1,Meerut,967325,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2022,1,Bareilly,875033,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2022,2,Gautam Buddha Nagar,2973360,28.5770068,77.3394731,Central Region
Uttar Pradesh,2022,2,Lucknow,2474317,28.8067822,79.0140742,Central Region
Uttar Pradesh,2022,2,Ghaziabad,2421605,28.711241,77.4445372,Central Region
Uttar Pradesh,2022,2,Prayagraj,1590032,25.5,81.5,Central Region
Uttar Pradesh,2022,2,Kanpur Nagar,1510491,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2022,2,Varanasi,1483315,25.1297376,82.6059987,Central Region
Uttar Pradesh,2022,2,Agra,1351856,27.1705419,78.0107255,Central Region
Uttar Pradesh,2022,2,Gorakhpur,1086399,26.7494212,83.3665766,Central Region
Uttar Pradesh,2022,2,Meerut,1020429,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2022,2,Bareilly,925536,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2022,3,Gautam Buddha Nagar,3130224,28.5770068,77.3394731,Central Region
Uttar Pradesh,2022,3,Lucknow,2604663,28.8067822,79.0140742,Central Region
Uttar Pradesh,2022,3,Ghaziabad,2549377,28.711241,77.4445372,Central Region
Uttar Pradesh,2022,3,Prayagraj,1678668,25.5,81.5,Central Region
Uttar Pradesh,2022,3,Kanpur Nagar,1592126,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2022,3,Varanasi,1563730,25.1297376,82.6059987,Central Region
Uttar Pradesh,2022,3,Agra,1426154,27.1705419,78.0107255,Central Region
Uttar Pradesh,2022,3,Gorakhpur,1148103,26.7494212,83.3665766,Central Region
Uttar Pradesh,2022,3,Meerut,1075255,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2022,3,Bareilly,977218,28.457876,79.40557093743058,Central Region
Uttar Pradesh,2022,4,Gautam Buddha Nagar,3286371,28.5770068,77.3394731,Central Region
Uttar Pradesh,2022,4,Lucknow,2734333,28.8067822,79.0140742,Central Region
Uttar Pradesh,2022,4,Ghaziabad,2676888,28.711241,77.4445372,Central Region
Uttar Pradesh,2022,4,Prayagraj,1763014,25.5,81.5,Central Region
Uttar Pradesh,2022,4,Kanpur Nagar,1673173,26.1561764,81.80450839427581,Central Region
Uttar Pradesh,2022,4,Varanasi,1641943,25.1297376,82.6059987,Central Region
Uttar Pradesh,2022,4,Agra,1497144,27.1705419,78.0107255,Central Region
Uttar Pradesh,2022,4,Gorakhpur,1205580,26.7494212,83.3665766,Central Region
Uttar Pradesh,2022,4,Meerut,1127324,28.6859637,77.43533643685419,Central Region
Uttar Pradesh,2022,4,Bareilly,1025341,28.457876,79.40557093743058,Central Region
Uttarakhand,2018,1,Dehradun,147998,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,1,Haridwar,104823,30.1921734,79.1874877,Northern Region
Uttarakhand,2018,1,Udham Singh Nagar,100236,28.711241,77.4445372,Northern Region
Uttarakhand,2018,1,Nainital,49083,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,1,Pauri Garhwal,20425,30.1507888,78.7737617,Northern Region
Uttarakhand,2018,1,Tehri Garhwal,13030,30.5,78.666667,Northern Region
Uttarakhand,2018,1,Almora,11367,30.6309236,78.1603603,Northern Region
Uttarakhand,2018,1,Pithoragarh,8836,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2018,1,Chamoli,7493,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2018,1,Uttarkashi,5816,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2018,2,Dehradun,198296,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,2,Haridwar,140718,30.1921734,79.1874877,Northern Region
Uttarakhand,2018,2,Udham Singh Nagar,132549,28.711241,77.4445372,Northern Region
Uttarakhand,2018,2,Nainital,65142,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,2,Pauri Garhwal,28153,30.1507888,78.7737617,Northern Region
Uttarakhand,2018,2,Tehri Garhwal,18021,30.5,78.666667,Northern Region
Uttarakhand,2018,2,Almora,15473,30.6309236,78.1603603,Northern Region
Uttarakhand,2018,2,Pithoragarh,12486,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2018,2,Chamoli,10502,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2018,2,Uttarkashi,8227,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2018,3,Dehradun,246477,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,3,Haridwar,174526,30.1921734,79.1874877,Northern Region
Uttarakhand,2018,3,Udham Singh Nagar,162754,28.711241,77.4445372,Northern Region
Uttarakhand,2018,3,Nainital,79936,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,3,Pauri Garhwal,36059,30.1507888,78.7737617,Northern Region
Uttarakhand,2018,3,Tehri Garhwal,23575,30.5,78.666667,Northern Region
Uttarakhand,2018,3,Almora,20152,30.6309236,78.1603603,Northern Region
Uttarakhand,2018,3,Pithoragarh,16483,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2018,3,Chamoli,14112,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2018,3,Uttarkashi,10793,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2018,4,Dehradun,306969,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,4,Haridwar,217634,30.1921734,79.1874877,Northern Region
Uttarakhand,2018,4,Udham Singh Nagar,200079,28.711241,77.4445372,Northern Region
Uttarakhand,2018,4,Nainital,98591,29.2185482,79.52951525,Northern Region
Uttarakhand,2018,4,Pauri Garhwal,45898,30.1507888,78.7737617,Northern Region
Uttarakhand,2018,4,Tehri Garhwal,30089,30.5,78.666667,Northern Region
Uttarakhand,2018,4,Almora,26282,30.6309236,78.1603603,Northern Region
Uttarakhand,2018,4,Pithoragarh,21378,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2018,4,Chamoli,18391,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2018,4,Uttarkashi,14114,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2019,1,Dehradun,369578,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,1,Haridwar,262411,30.1921734,79.1874877,Northern Region
Uttarakhand,2019,1,Udham Singh Nagar,238514,28.711241,77.4445372,Northern Region
Uttarakhand,2019,1,Nainital,118824,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,1,Pauri Garhwal,56173,30.1507888,78.7737617,Northern Region
Uttarakhand,2019,1,Tehri Garhwal,37689,30.5,78.666667,Northern Region
Uttarakhand,2019,1,Almora,33092,30.6309236,78.1603603,Northern Region
Uttarakhand,2019,1,Pithoragarh,26621,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2019,1,Chamoli,23274,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2019,1,Uttarkashi,17873,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2019,2,Dehradun,428353,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,2,Haridwar,299436,30.1921734,79.1874877,Northern Region
Uttarakhand,2019,2,Udham Singh Nagar,266958,28.711241,77.4445372,Northern Region
Uttarakhand,2019,2,Nainital,137114,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,2,Pauri Garhwal,65607,30.1507888,78.7737617,Northern Region
Uttarakhand,2019,2,Tehri Garhwal,45652,30.5,78.666667,Northern Region
Uttarakhand,2019,2,Almora,39593,30.6309236,78.1603603,Northern Region
Uttarakhand,2019,2,Pithoragarh,32308,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2019,2,Chamoli,28063,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2019,2,Uttarkashi,21969,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2019,3,Dehradun,486157,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,3,Haridwar,334619,30.1921734,79.1874877,Northern Region
Uttarakhand,2019,3,Udham Singh Nagar,292858,28.711241,77.4445372,Northern Region
Uttarakhand,2019,3,Nainital,153561,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,3,Pauri Garhwal,73363,30.1507888,78.7737617,Northern Region
Uttarakhand,2019,3,Tehri Garhwal,52090,30.5,78.666667,Northern Region
Uttarakhand,2019,3,Almora,44182,30.6309236,78.1603603,Northern Region
Uttarakhand,2019,3,Pithoragarh,36353,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2019,3,Chamoli,32036,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2019,3,Uttarkashi,25151,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2019,4,Dehradun,537026,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,4,Haridwar,368737,30.1921734,79.1874877,Northern Region
Uttarakhand,2019,4,Udham Singh Nagar,319839,28.711241,77.4445372,Northern Region
Uttarakhand,2019,4,Nainital,169212,29.2185482,79.52951525,Northern Region
Uttarakhand,2019,4,Pauri Garhwal,81489,30.1507888,78.7737617,Northern Region
Uttarakhand,2019,4,Tehri Garhwal,58542,30.5,78.666667,Northern Region
Uttarakhand,2019,4,Almora,49664,30.6309236,78.1603603,Northern Region
Uttarakhand,2019,4,Pithoragarh,40980,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2019,4,Chamoli,35948,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2019,4,Uttarkashi,28653,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2020,1,Dehradun,593420,29.2185482,79.52951525,Northern Region
Uttarakhand,2020,1,Haridwar,408768,30.1921734,79.1874877,Northern Region
Uttarakhand,2020,1,Udham Singh Nagar,351112,28.711241,77.4445372,Northern Region
Uttarakhand,2020,1,Nainital,186948,29.2185482,79.52951525,Northern Region
Uttarakhand,2020,1,Pauri Garhwal,90270,30.1507888,78.7737617,Northern Region
Uttarakhand,2020,1,Tehri Garhwal,66293,30.5,78.666667,Northern Region
Uttarakhand,2020,1,Almora,55964,30.6309236,78.1603603,Northern Region
Uttarakhand,2020,1,Pithoragarh,46554,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2020,1,Chamoli,40668,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2020,1,Uttarkashi,32713,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2020,2,Dehradun,649026,29.2185482,79.52951525,Northern Region
Uttarakhand,2020,2,Haridwar,448939,30.1921734,79.1874877,Northern Region
Uttarakhand,2020,2,Udham Singh Nagar,383547,28.711241,77.4445372,Northern Region
Uttarakhand,2020,2,Nainital,206076,29.2185482,79.52951525,Northern Region
Uttarakhand,2020,2,Pauri Garhwal,101276,30.1507888,78.7737617,Northern Region
Uttarakhand,2020,2,Tehri Garhwal,75996,30.5,78.666667,Northern Region
Uttarakhand,2020,2,Almora,64523,30.6309236,78.1603603,Northern Region
Uttarakhand,2020,2,Pithoragarh,53375,30.12666775,80.48338013734374,Northern Region
Uttarakhand,2020,2,Chamoli,46467,30.4996323,79.61879245944404,Northern Region
Uttarakhand,2020,2,Uttarkashi,37671,30.9654214,78.63368731187963,Northern Region
Uttarakhand,2020,3,Dehradun,711303,29.2185482,79.52951525,Northern Region
Uttarakhand,2020,3,Haridwar,491252,30.1921734,79.1874877,Northern Region
Uttarakhand,2020,3,Udham Singh Nagar,418390,28.711241,77.4445372,Northern Region
Uttarakhand,2020,3,Nainital,227497,29.2185482,79.52951525,Northern Region
Uttarakhand,2020,3,Pauri Garhwal,112287,30.1507888,78.7737617,Northern Region
Uttarakhand,2020,3,Tehri Garhwal,85276,30.5,78.666667,Northern Region
Uttarakhand,2020,3,Almora,72829,30.6309236,78.1603603,Northern Region
Uttarakhand,2020,3,Pithoragarh,60279,30.12666775,80.48338013734374,Northern Region
